,0,1,2,0,0,1,2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.012,-0.028,0.151,0.0,0.0,0.0,0.0
0,0.01,-0.026,0.152,0.07331378012895584,0.4761808744274375,-0.007305839012232359,0.3022579644839595
0,0.008,-0.025,0.148,0.05865102633833885,0.47605651203322014,-0.007306717887592554,0.3022535910245016
0,0.006,-0.024,0.142,0.009775171056389809,0.4759545017547177,-0.007306536318119275,0.3022514237160481
0,0.004,-0.026,0.139,0.0,0.4758537655246482,-0.007310003145567233,0.30225134690057326
0,0.004,-0.027,0.142,0.009775171056389809,0.4757339143145687,-0.0073085772094533975,0.3022503422788615
0,0.005,-0.029,0.157,0.0,0.47563909175773694,-0.007308042068761605,0.30225253327460344
0,0.008,-0.031,0.181,0.004887585528194904,0.47554438807970556,-0.0073067320241942246,0.30225341172288883
0,0.013,-0.031,0.214,0.0,0.47544695467943265,-0.007305887942746629,0.30225472545553783
0,0.018,-0.03,0.237,0.0,0.4753633721185964,-0.007307266972037759,0.30225590644824396
0,0.019,-0.028,0.239,0.0,0.4752836633509474,-0.007307091635617114,0.3022553273876937
0,0.019,-0.028,0.239,0.0,0.4752836633509474,-0.007307091635617114,0.3022553273876937
0,-0.006,0.004,0.049,0.0,0.47520090671615,-0.0073084757623755065,0.30225621015946064
0,-0.034,0.026,-0.123,0.06842619925737381,0.4751157228112689,-0.00730737585699597,0.30225541277316337
0,-0.069,0.052,-0.327,0.0,0.4750427821097301,-0.007307214908744364,0.30225585768156266
0,-0.103,0.077,-0.512,0.05865102633833885,0.47496949322522203,-0.007308591774538097,0.3022561336397768
0,-0.129,0.095,-0.648,0.05865102633833885,0.4748943934006332,-0.007306761655577286,0.3022559249046238
0,-0.141,0.104,-0.697,0.034213099628686905,0.47481236583482767,-0.007308024819028915,0.3022537189110742
0,-0.136,0.101,-0.65,0.06353861093521118,0.4747415154680931,-0.0073075143727172,0.3022507560687124
0,-0.12,0.091,-0.555,0.029325513169169426,0.4746647233991392,-0.007310026895606843,0.3022493949657197
0,-0.084,0.067,-0.349,0.0,0.4745877971478806,-0.007308082236246735,0.3022490988756603
0,-0.039,0.033,-0.103,0.0,0.47451545447420235,-0.007306795240280114,0.302248642934745
0,-0.022,0.019,-0.009,0.0,0.4744459879637557,-0.007306896002230411,0.3022472606128503
0,-0.001,0.0,0.105,0.0,0.47437080880043403,-0.0073073397542054,0.3022468580933676
0,0.011,-0.016,0.172,0.0,0.474303413140175,-0.007309713236041765,0.3022452152770679
0,0.017,-0.027,0.197,0.06842619925737381,0.47424326858109994,-0.0073096240854126126,0.3022448962329524
0,0.019,-0.034,0.181,0.0,0.4741793520092682,-0.007308300255120002,0.30224464197268386
0,0.02,-0.038,0.158,0.0,0.4741793520092682,-0.007308300255120002,0.30224464197268386
0,0.021,-0.04,0.123,0.029325513169169426,0.4740629408858922,-0.007305732175606845,0.30224491685096744
0,0.02,-0.041,0.095,0.0,0.4740629408858922,-0.007305732175606845,0.30224491685096744
0,0.02,-0.04,0.071,0.07331378012895584,0.47401739141951754,-0.007309808745286294,0.30224530111109227
0,0.02,-0.039,0.058,0.0,0.4739718302829683,-0.007307194866828178,0.3022440748930051
0,0.02,-0.038,0.06,0.024437926709651947,0.4739202767610572,-0.007307262844233299,0.3022418187375925
0,0.02,-0.036,0.076,0.024437926709651947,0.4738737702925721,-0.007307412596335262,0.30224103517980994
0,0.019,-0.035,0.107,0.048875853419303894,0.4738249528298609,-0.007308972532214652,0.3022396210192985
0,0.017,-0.034,0.138,0.0,0.4737796188824958,-0.007307252313488807,0.30223914062772145
0,0.014,-0.034,0.168,0.043988268822431564,0.47373646184172036,-0.007308202920905356,0.3022370947439442
0,0.013,-0.033,0.195,0.0,0.4736911217083659,-0.0073086731385997444,0.3022360239034695
